"","...1","...2","id","name","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365","number_of_reviews_ltm","license","days_since_last_review","...22","dist_from_subway_in_miles","dist_from_airport_in_miles"
"526",526,526,7744854,"Tranquil Columbia Heights Apartment",40709062,"Dylan",NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92524,-77.03223,"Entire home/apt",50,31,343,"9/28/2021",4.04,1,40,2,NA,386,NA,0.180667822863693,5.05548002973057
"527",527,527,10021714,"2 Bedroom Apt. near WASHINGTON MONUMENT",16644446,"Corporate",NA,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89767,-77.0257,"Entire home/apt",422,1,63,"8/12/2022",0.79,17,109,18,"Unhosted License: 5007242100000018",68,NA,0.13753541675884,3.21183492293877
"528",528,528,7800582,"Dupont Circle Condo. Prime Location (Unit 2)",41047431,"Lisa",NA,"Dupont Circle, Connecticut Avenue/K Street",38.9089,-77.04696,"Entire home/apt",165,3,177,"8/6/2022",2.39,7,259,34,"Exempt",74,NA,0.199503109720786,3.9516985734362
"529",529,529,10021958,"Washington 2BR Apt. Near WHITE HOUSE",16644446,"Corporate",NA,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89691,-77.01687,"Entire home/apt",445,3,10,"7/24/2021",0.13,17,82,0,"Unhosted License: 5007242100000015",452,NA,0.0573966126120529,3.29437451524208
"530",530,530,10033854,"Cozy English Basement",25327630,"Veronica",NA,"Hawthorne, Barnaby Woods, Chevy Chase",38.96054,-77.07954,"Entire home/apt",50,31,1,"12/27/2015",0.01,1,0,0,NA,2488,NA,0.306665862937477,7.82337749019786
"531",531,531,10059402,"2BR Apt. Walking Distance to NATIONAL MALL",16644446,"Corporate",NA,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.8998,-77.02437,"Entire home/apt",436,3,11,"10/16/2018",0.14,17,83,0,"Unhosted License: 5007242100000014",1464,NA,0.16820295584507,3.37077681325482
"532",532,532,9012148,"Renovated 2Bdrm Lovely English Basement",41656215,"Chiazo",NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9255,-77.02945,"Entire home/apt",102,31,53,"10/24/2021",0.64,8,158,3,"Hosted License: 5007242201001537",360,NA,0.234367974215802,5.08457774273439
"533",533,533,9028780,"Great Apt in Shaw/U Street Corridor - Near Metro",190082,"Sara Savi",NA,"Shaw, Logan Circle",38.91327,-77.0247,"Entire home/apt",99,31,107,"6/25/2022",1.31,1,251,17,"Hosted License: 5007262201000626",116,NA,0.152835544265647,4.2799702416312
"534",534,534,7801335,"Georgetown Condo. Prime Location (Unit 1)",41047431,"Lisa",NA,"Georgetown, Burleith/Hillandale",38.9049,-77.05674,"Entire home/apt",152,3,230,"9/5/2022",2.75,7,312,25,"Exempt",44,NA,0.456245618908738,3.78866490041082
"535",535,535,9094563,"Comfortable 1 br Apartment in Capitol Hill East",47417669,"Lisa And John",NA,"Capitol Hill, Lincoln Park",38.88547,-76.98175,"Entire home/apt",134,1,160,"7/3/2022",2.25,1,146,36,"Hosted License: 5007242201002270",108,NA,0.268527740581178,3.82529402389073
"536",536,536,10059646,"2 bedroom Apt walking distance to NATIONAL MUSEUM",16644446,"Corporate",NA,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89832,-77.02238,"Entire home/apt",445,3,6,"9/13/2022",0.08,17,82,3,"Unhosted License: 5007242100000012",36,NA,0.025245213363508,3.29701083980415
"537",537,537,7826994,"Great price for DC room",38683977,"Shaun",NA,"River Terrace, Benning, Greenway, Dupont Park",38.89388,-76.95907,"Private room",52,31,332,"7/31/2022",3.86,3,360,28,NA,80,NA,0.766280584863136,5.17115014235417
"538",538,538,10066573,"Modern Capitol Hill Studio",44774918,"Steve And Aimee",NA,"Capitol Hill, Lincoln Park",38.88415,-76.98743,"Entire home/apt",80,31,79,"5/25/2017",0.97,1,0,0,NA,1973,NA,0.224928539153487,3.52465893362918
"539",539,539,10082572,"DC Cozy Basement Apt-Perfect for Interns/Tourists",46722229,"Monet&Cris",NA,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.9659,-77.00427,"Entire home/apt",67,28,125,"7/31/2022",1.53,2,261,4,"Hosted License: 5007242201001833",80,NA,0.975668956969595,8.06151888188801
"540",540,540,9113304,"Walk to US Capitol, Mall, Metro, & Restaurants",2583808,"Desiree",NA,"Capitol Hill, Lincoln Park",38.88097,-76.98915,"Entire home/apt",239,31,92,"7/19/2021",1.11,1,85,0,NA,457,NA,0.20050060425906,3.31575252766572
"541",541,541,7930288,"Blazing 1 Gig WIFI - 3 blocks to Capitol, Great Light and Charm. Private Patio |  Gorgeous Kitchen  MONTHLY RATES AVAILABLE - Veteran owned small business",10292686,"Capitol Hill Stay",NA,"Capitol Hill, Lincoln Park",38.89067,-77.00155,"Entire home/apt",160,31,52,"8/27/2022",0.61,19,365,14,NA,53,NA,0.43329887459785,3.31328805663292
"542",542,542,9116972,"Large studio next to metro",47506145,"Eric",NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93496,-77.02461,"Entire home/apt",87,2,301,"9/14/2022",3.6,1,260,39,"Hosted License: 5007242201000111",35,NA,0.182373164646851,5.76181904123318
"543",543,543,10097934,"Exceptional Designer Victorian Home // Close to Metro Sub",25197983,"Nya",NA,"Shaw, Logan Circle",38.91216,-77.02359,"Entire home/apt",299,2,270,"7/23/2022",3.33,1,222,24,"Exempt",88,NA,0.129338116328112,4.21511202535122
"544",544,544,7931456,"Lux 2 Bedroom near White House w/wifi",9419684,"Churchill",NA,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.899914,-77.03313,"Entire home/apt",364,31,2,"8/4/2018",0.03,13,362,0,NA,1537,NA,0.102244457040629,3.30857609969368
"545",545,545,7952701,"English-Style Basement Apartment in a Historic Row House",26589186,"Albert",NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91449,-77.01172,"Entire home/apt",161,2,394,"9/9/2022",4.58,1,80,61,"Hosted License: 5007242201000089",40,NA,0.560897918682364,4.53254347775878
"546",546,546,10104715,"Private Basement Studio Apartment in DC Near Metro",51854674,"Nigel",NA,"River Terrace, Benning, Greenway, Dupont Park",38.89019,-76.93841,"Entire home/apt",85,1,33,"9/10/2022",0.46,1,2,13,"Hosted License: 5007242201000599",39,NA,0.0547987537948811,6.02457383699634
"547",547,547,10173162,"Trophy One Bedroom in Logan Circle",3474736,"Sam",NA,"Shaw, Logan Circle",38.91201,-77.02801,"Entire home/apt",120,600,136,"5/11/2018",1.69,6,365,0,NA,1622,NA,0.346143019412418,4.16748914380892
"548",548,548,10257241,"DC UNDERGROUND",7594209,"Leonardo",NA,"Union Station, Stanton Park, Kingman Park",38.89912,-77.00422,"Private room",600,31,0,NA,NA,1,0,0,NA,-1,NA,0.197710469845246,3.72384425075396
"549",549,549,9138022,"Corner of 24 and Comfy",44203219,"Hayk",NA,"West End, Foggy Bottom, GWU",38.90493,-77.05059,"Entire home/apt",192,31,412,"4/20/2022",4.97,10,90,32,NA,182,NA,0.291961436785446,3.71262036263894
"550",550,550,9156290,"SPECIAL PRICES Chic English Basement",5882214,"Cristina And Orestes",NA,"Capitol Hill, Lincoln Park",38.89105,-76.99441,"Entire home/apt",187,1,491,"9/12/2022",6.1,1,157,87,"Hosted License: 5007242201000028",37,NA,0.451438989466092,3.57895465028351
"551",551,551,7968494,"A home away from home...Enjoy!",2379779,"Dario",NA,"Brightwood Park, Crestwood, Petworth",38.95732,-77.02098,"Entire home/apt",200,2,32,"8/29/2022",0.42,2,222,10,"Unhosted License: 5007262201001868",51,NA,1.09226184526356,7.31733031296292
"552",552,552,10292197,"Cozy Apt. Very Close to Georgetown",52947245,"José Manuel",NA,"Cathedral Heights, McLean Gardens, Glover Park",38.92379,-77.07419,"Entire home/apt",75,31,0,NA,NA,1,0,0,NA,-1,NA,1.16238922489237,5.3328301750024
"553",553,553,7982044,"2 bdr apartment on Columbia Heights (960sf)",11671495,"Bojana",NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92649,-77.03627,"Entire home/apt",140,1,13,"8/28/2022",0.15,2,0,4,"Hosted License: 5007242201000302",52,NA,0.223400655774112,5.13350130911275
"554",554,554,9168908,"So Close, Yet So Far Away . . .",9011212,"David",NA,"Union Station, Stanton Park, Kingman Park",38.89968,-76.99963,"Entire home/apt",438,4,115,"9/5/2022",1.54,3,280,28,"Hosted License: 5007242201001752
Unhosted License: 5007242201001753",44,NA,0.445026687828596,3.88564136398937
"555",555,555,7990478,"Dupont West 2: Charming 2BR+Office",28825130,"Greg",NA,"West End, Foggy Bottom, GWU",38.90639,-77.0475,"Entire home/apt",226,31,370,"8/30/2022",4.33,6,87,39,NA,50,NA,0.314553493352232,3.78405560814579
"556",556,556,7997888,"2Br METRO/Parking/EatPlayWorkStudy Best Location",37251915,"John",NA,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.93635,-77.05949,"Entire home/apt",119,31,23,"7/21/2022",0.27,1,279,6,NA,90,NA,0.134541516527759,5.9337789255198
"557",557,557,9171118,"Bright, Relaxed Apartment in the Heart of DC",7259037,"Maricel",NA,"Dupont Circle, Connecticut Avenue/K Street",38.9119,-77.03532,"Entire home/apt",295,2,217,"8/28/2022",2.91,2,271,42,"Hosted License: 5007242201001232
Unhosted License: 5007262201001233",52,NA,0.469563507873249,4.12824059116849
"558",558,558,10311634,"Adams Morgan (CLOSE TO EVERYTHING)",53056625,"Shelly",NA,"Kalorama Heights, Adams Morgan, Lanier Heights",38.9225,-77.0409,"Entire home/apt",186,3,51,"7/29/2022",0.65,1,54,16,"Hosted License: 5007242201001571",82,NA,0.586251007359578,4.86074707257043
"559",559,559,8072054,"The Flat at Harvard St",37085756,"Joe",NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92717,-77.0334,"Entire home/apt",135,31,22,"5/21/2022",0.26,2,365,2,NA,151,NA,0.0656179432953966,5.18514065288492
"560",560,560,10343356,"Dupont North - garden entrance wBbq 18th and Swann",40184950,"John",NA,"Dupont Circle, Connecticut Avenue/K Street",38.91562,-77.04343,"Entire home/apt",95,31,51,"9/1/2019",0.74,4,0,0,NA,1144,NA,0.414976990168167,4.39404366633669
"561",561,561,10368464,"Updated studio in cool, uptown neighborhood",28774061,"Bobby",NA,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92098,-77.04261,"Entire home/apt",95,31,44,"4/29/2018",0.59,1,0,0,NA,1634,NA,0.606178129636354,4.76028416731608
"562",562,562,10384001,"H St. Suite, 2-BR, 1 Block from the Corridor & DC Streetcar // Walk to Union Station",44636030,"David",NA,"Union Station, Stanton Park, Kingman Park",38.89321,-76.99934,"Private room",192,2,166,"8/9/2022",2.09,1,45,36,"Hosted License: 5007242201001932",71,NA,0.541875166841646,3.52594705676078
"563",563,563,9177409,"Walk to H Street From an Upscale Apartment",9068009,"Melissa",NA,"Ivy City, Arboretum, Trinidad, Carver Langston",38.904,-76.99123,"Entire home/apt",139,2,233,"9/11/2022",3.22,1,326,40,"Hosted License: 5007242201000205
Unhosted License: 5007262201000206",38,NA,0.676847633308312,4.38875204203232
"564",564,564,8078444,"Contemporary Apt - U ST/Shaw",1562684,"Steve",NA,"Howard University, Le Droit Park, Cardozo/Shaw",38.91778,-77.02408,"Entire home/apt",99,31,28,"8/15/2021",0.34,1,0,0,NA,430,NA,0.194044174963867,4.59250188785364
"565",565,565,9199346,"Furnished Room #3 near DC Convention center",8043437,"Rocky",NA,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90476,-77.02751,"Private room",59,31,95,"8/20/2022",1.14,6,299,15,NA,60,NA,0.326768631926259,3.67586489389706
"566",566,566,10403348,"PRO CLEANED! 'Travelers Trove' Sleeps 6 in Shaw",46630199,"Home Sweet City",NA,"Howard University, Le Droit Park, Cardozo/Shaw",38.91573,-77.02538,"Entire home/apt",133,2,304,"9/3/2022",3.74,79,23,45,"Hosted License: 5007242201001335",46,NA,0.145527553011387,4.44167694682639
"567",567,567,8118612,"★ Cozy Foggy Bottom Studio ★ Best location in DC ★",9624102,"Rafic",NA,"West End, Foggy Bottom, GWU",38.90097,-77.04821,"Entire home/apt",82,90,54,"2/6/2021",0.76,1,24,0,NA,620,NA,0.11448446843294,3.42053702967774
"568",568,568,10405545,"Bright & Sunny--Luxury + Location!",53580080,"Dunniela",NA,"Capitol Hill, Lincoln Park",38.88745,-76.99925,"Hotel room",255,31,67,"5/12/2022",0.84,11,258,6,NA,160,NA,0.263216046501977,3.21809250839946
"569",569,569,9215039,"Charming Capitol Hill Apt",47920043,"Patrick And Jen",NA,"Capitol Hill, Lincoln Park",38.87848,-76.9908,"Entire home/apt",175,4,115,"8/28/2022",1.38,1,213,19,"Hosted License: 5007242201000922",52,NA,0.347714285355738,3.14161603707512
"570",570,570,11553508,"Stunning new 1BR in Capitol Hill",53580080,"Dunniela",NA,"Capitol Hill, Lincoln Park",38.88759,-76.99931,"Entire home/apt",706,31,25,"5/15/2022",0.32,11,0,3,NA,157,NA,0.27259381861062,3.22328928571003
"571",571,571,11553692,"Modern one bedroom apartment",30602831,"Kelly",NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91854,-77.01168,"Entire home/apt",95,3,96,"4/29/2022",1.23,1,81,8,"Hosted License: 5007242201001375",173,NA,0.65871448522886,4.79940173111135
"572",572,572,10407841,"Private Spacious basement suit in  AU Park",53593416,"Debrework",NA,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.94644,-77.09919,"Entire home/apt",60,31,39,"8/22/2019",0.53,1,0,0,NA,1154,NA,1.08312060486341,7.32434265097685
"573",573,573,11555687,"Beautiful Apt in NW D.C. Near 2 Metro's",60195881,"James",NA,"Friendship Heights, American University Park, Tenleytown",38.95238,-77.07245,"Entire home/apt",108,2,143,"8/23/2022",2.27,1,327,37,"Hosted License: 5007242201000287",57,NA,0.459324611945284,7.17478556359633
"574",574,574,10408566,"Navy Yard Rowhouse – Walk to Nats Stadium, metro",18146689,"Anya",NA,"Near Southeast, Navy Yard",38.87841,-77.0005,"Entire home/apt",110,31,146,"9/25/2019",1.82,1,0,0,NA,1120,NA,0.283411988789212,2.72404550960831
"575",575,575,9282899,"Spacious Basement Studio off H, 1.5m to Capitol!",33667191,"Jon & Ligia",NA,"Union Station, Stanton Park, Kingman Park",38.90228,-76.99219,"Entire home/apt",85,2,157,"8/26/2022",1.94,1,99,25,"Hosted License: 5007242201000150",54,NA,0.676004539626436,4.26168955830851
"576",576,576,9283035,"Capitol Hill Charm @metro w/parking",13410248,"Lora",NA,"Capitol Hill, Lincoln Park",38.88161,-76.9876,"Entire home/apt",145,5,125,"8/13/2022",1.5,1,80,12,"Hosted License: 5007242201001072",67,NA,0.117149705237057,3.40997287640725
"577",577,577,11566779,"Charming Studio in Foggy Bottom",1864688,"Blü Properties",NA,"West End, Foggy Bottom, GWU",38.90338,-77.05187,"Entire home/apt",250,31,280,"8/14/2022",3.55,16,108,41,NA,66,NA,0.203922037616611,3.62195330513479
"578",578,578,9318555,"Apartment in Historic Georgetown!!",11582224,"D!",NA,"Georgetown, Burleith/Hillandale",38.91051,-77.05916,"Entire home/apt",125,3,79,"5/27/2022",0.96,1,52,16,"Exempt",145,NA,0.832295246775717,4.19720618385023
"579",579,579,9329121,"Charming Cap Hill 2BR -  PARKING -3 blocks to Capitol - Blazing Internet- On Stanton Park- Very Walkable - Veteran owned local small business",10292686,"Capitol Hill Stay",NA,"Union Station, Stanton Park, Kingman Park",38.89342,-77.00082,"Entire home/apt",425,31,69,"5/1/2022",0.84,19,293,11,NA,171,NA,0.469012924440755,3.49038332995775
"580",580,580,10418749,"Sunny w/ Workspace, Great location, Atmosphere",6488932,"Yill",NA,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91793,-77.04301,"Private room",67,31,20,"7/29/2022",0.26,3,169,5,NA,82,NA,0.574795338549186,4.55152379373798
"581",581,581,10429628,"Sunny basement apartment on Capitol Hill",53719149,"Sufie",NA,"Union Station, Stanton Park, Kingman Park",38.89519,-76.99882,"Entire home/apt",155,31,13,"3/4/2021",0.19,1,85,0,NA,594,NA,0.502091658054132,3.65318572167215
"582",582,582,11599968,"Gorgeous Apartment with Parking near the 9:30 Club",34195632,"Gordon",NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92322,-77.02655,"Entire home/apt",86,31,304,"3/20/2022",4.28,1,22,5,NA,213,NA,0.431593145436348,4.94487844640557
"583",583,583,10436526,"Beautiful Columbia Heights apartment!",53759813,"Dotti",NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92675,-77.02872,"Entire home/apt",154,1,270,"8/3/2022",3.4,1,243,33,"Hosted License: 5007242201001846",77,NA,0.222592871086745,5.17411799819948
"584",584,584,11604073,"Private Luxury Apt in Capitol Hill",53580080,"Dunniela",NA,"Capitol Hill, Lincoln Park",38.88759,-76.99931,"Hotel room",129,31,31,"5/21/2022",0.4,11,333,1,NA,151,NA,0.27259381861062,3.22328928571003
"585",585,585,10453467,"Lovely room in historic row house",53857552,"Kimberly",NA,"Brightwood Park, Crestwood, Petworth",38.94347,-77.03499,"Private room",75,31,66,"5/27/2019",0.81,1,365,0,NA,1241,NA,0.75437003355225,6.3062622853179
"586",586,586,10477909,"Entire DC Rowhouse - quiet street, great location",54004997,"Aviva",NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91145,-77.01556,"Entire home/apt",180,31,54,"10/26/2019",0.67,1,0,0,NA,1089,NA,0.374257558888146,4.26979640596285
"587",587,587,12581800,"Location! Small bright studio steps from Capitol",68075987,"Nicole",NA,"Capitol Hill, Lincoln Park",38.88287,-77.00486,"Entire home/apt",150,31,10,"7/2/2022",0.13,1,365,2,NA,109,NA,0.152596446712296,2.77887965267646
"588",588,588,11637325,"Classic Colonial 3BR Home in the Heart of Petworth",61680461,"Diane",NA,"Brightwood Park, Crestwood, Petworth",38.94478,-77.02662,"Entire home/apt",205,3,117,"9/5/2022",1.68,1,272,10,"Hosted License: 5007242201001788",44,NA,0.534828216498064,6.42345622906694
"589",589,589,12600421,"Walk to Capitol, Museums, Natl Mall, 4 Metro stps",7874690,"Linda",NA,"Near Southeast, Navy Yard",38.87853,-77.00018,"Private room",75,31,27,"11/11/2019",0.35,1,0,0,NA,1073,NA,0.302729005435323,2.74259555156303
"590",590,590,10526371,"Historic Home Next to Capitol, Walk to Everything",18393059,"Aaron",NA,"Capitol Hill, Lincoln Park",38.88299,-77.00673,"Entire home/apt",115,1,443,"8/21/2022",5.67,3,125,71,"Exempt",59,NA,0.167702413359984,2.72060786244934
"591",591,591,11639515,"Garden Underground - private entrance, parking",1998736,"Hillary",NA,"Capitol View, Marshall Heights, Benning Heights",38.8845,-76.94345,"Entire home/apt",79,1,358,"9/13/2022",4.61,3,341,11,"Hosted License: 5007242201000078",36,NA,0.526450189927152,5.61053046897964
"592",592,592,11689750,"Clean,Cozy, and Affordable-1",32782305,"Stacy",NA,"Capitol View, Marshall Heights, Benning Heights",38.8845,-76.92681,"Private room",44,14,64,"8/14/2022",0.83,2,269,2,"Hosted License: 5007242201000706",66,NA,0.77350836886403,6.04370423531354
"593",593,593,10542403,"Cozy Home in Capitol Hill/H St.",54362762,"Pia And Ben",NA,"Union Station, Stanton Park, Kingman Park",38.89909,-76.98726,"Entire home/apt",138,3,248,"9/6/2022",3.27,1,61,32,"Hosted License: 5007242201001388",43,NA,1.01840471408886,4.253976978927
"594",594,594,12603290,"One bedroom U Steet Corridor",68399594,"Maggie",NA,"Howard University, Le Droit Park, Cardozo/Shaw",38.91506,-77.03098,"Entire home/apt",171,2,76,"8/6/2022",0.99,1,60,22,"Hosted License: 5007242201000228",74,NA,0.232912093850356,4.35969327129801
"595",595,595,11692311,"Centrally located\comfy\cozy\private\convenient",60639375,"Mattie",NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91458,-77.00711,"Entire home/apt",150,31,23,"3/19/2022",0.3,1,0,2,NA,214,NA,0.567118163907595,4.62329139519887
"596",596,596,12623775,"Beautiful townhouse at great location w/parking!",11771833,"Luisa",NA,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87858,-77.0207,"Entire home/apt",450,2,123,"8/22/2022",1.63,2,59,24,"Hosted License: 5007242201001118",58,NA,0.227129525685198,2.04929711923606
"597",597,597,10543751,"Newly renovated Capitol Hill studio #302",53580080,"Dunniela",NA,"Capitol Hill, Lincoln Park",38.88759,-76.99931,"Entire home/apt",270,31,55,"6/8/2022",0.7,11,365,8,NA,133,NA,0.27259381861062,3.22328928571003
"598",598,598,11714338,"Prime Loc. Quiet 1 bdrm ensuite.",5356790,"Kathleen",NA,"Capitol Hill, Lincoln Park",38.88981,-77.0011,"Private room",110,2,52,"9/12/2022",0.68,3,323,13,"Hosted License: 5007242201001663",37,NA,0.394529929485782,3.28072248350778
"599",599,599,10543985,"Gorgeous 1 BD in Capitol Hill",53580080,"Dunniela",NA,"Capitol Hill, Lincoln Park",38.8874721,-76.999219,"Entire home/apt",389,31,54,"5/14/2022",0.68,11,365,7,NA,158,NA,0.263213262586368,3.22035242408805
